66	2	68	33	50	73
42	53	52	54	39	72
36	82	74	53	37	80
35	18	77	60	58	86
71	44	85	85	42	80
58	53	7	57	76	74
50	19	31	43	45	26
40	13	69	73	5	25
15	70	66	70	39	1
36	15	70	53	98	80
84	74	32	46	55	50
71	62	98	47	81	49
4	92	6	4	58	28
25	62	70	9	60	39
81	57	42	53	82	27
69	93	52	91	43	54
89	44	6	65	40	42
97	68	45	91	22	99
5	15	47	76	47	14
34	59	17	55	70	90
18	8	77	53	54	63
22	95	70	16	69	47
51	59	40	30	67	69
66	16	32	31	21	31
20	12	22	91	55	91
20	44	57	64	37	70
53	71	40	77	37	54
41	45	11	20	61	34
87	23	51	63	95	2
75	99	72	42	55	96
36	57	3	91	53	79
54	66	73	61	88	79
13	89	20	53	63	28
55	39	63	63	67	6
10	82	5	25	41	1
47	84	94	71	95	33
5	75	96	85	49	63
28	43	19	11	19	61
1	88	17	80	87	30
12	77	6	30	31	35
45	16	50	45	40	48
70	37	10	56	93	61
65	48	35	5	90	53
84	76	40	97	75	58
56	11	30	60	21	84
36	96	92	26	41	91
80	96	32	18	26	78
18	89	90	42	53	43
40	76	52	24	73	24
81	56	35	95	96	30
7	46	56	94	21	9
8	33	77	44	15	35
2	3	15	30	10	43
52	45	35	28	56	13
49	41	29	39	6	68
18	34	87	57	28	14
79	80	23	41	15	3
1	43	89	50	81	21
1	12	53	8	30	59
44	32	50	29	43	27
88	68	16	25	5	60
55	63	71	48	31	26
90	24	43	48	75	92
92	19	46	66	30	69
84	80	18	60	81	61
66	23	27	89	75	57
61	65	43	82	75	66
54	31	72	33	51	54
13	91	13	72	54	45
24	75	40	6	61	98
26	77	25	66	66	17
6	4	37	49	37	8
56	18	90	28	68	57
7	28	61	99	63	2
98	13	79	77	56	76
38	57	7	12	79	9
39	9	25	27	61	21
45	69	69	81	29	40
22	59	65	65	23	59
11	4	67	29	64	5
77	93	24	43	78	16
96	97	4	61	31	34
85	23	43	95	87	1
48	35	46	94	46	27
9	96	40	29	94	57
30	75	74	67	90	95
85	90	51	40	98	83
18	62	9	89	5	10
46	86	57	8	70	60
16	20	39	41	42	72
77	52	55	19	25	86
61	47	84	87	48	99
75	76	20	43	8	9
31	38	89	92	19	36
27	90	46	74	81	48
6	16	35	76	52	52
74	5	45	35	42	34
90	65	39	13	21	36
7	17	2	77	88	4
91	86	54	43	79	81
38	11	43	70	11	58
60	43	68	31	23	30
74	48	74	15	94	99
71	96	69	83	37	57
82	2	29	19	45	80
42	83	45	71	85	11
11	63	57	40	44	78
77	7	16	83	42	30
38	88	16	38	61	67
85	53	86	36	44	55
93	64	41	7	31	88
63	87	76	25	64	61
4	56	70	19	21	80
67	34	67	87	62	92
54	16	96	92	42	46
74	2	5	24	8	53
79	56	72	28	15	9
59	59	22	44	69	95
2	19	39	62	35	51
81	25	71	56	67	68
78	52	98	61	97	73
81	61	84	88	25	11
17	25	66	13	27	30
57	70	89	38	92	66
47	7	18	80	18	25
45	21	95	94	3	9
97	7	23	92	74	45
40	72	51	38	12	73
45	26	9	35	26	94
65	34	48	18	91	97
36	33	42	34	64	17
12	30	61	42	52	62
80	18	24	64	97	26
1	85	25	84	49	96
54	58	92	82	23	56
28	36	70	10	36	21
78	56	99	14	75	13
39	8	81	33	37	56
36	19	86	87	51	39
27	9	53	34	63	47
48	19	85	56	62	34
50	72	6	11	67	77
79	21	38	67	3	59
70	83	50	52	88	48
26	57	4	87	72	88
83	77	60	67	48	74
90	91	33	61	18	19
37	9	75	45	20	52
6	48	49	26	49	64
69	92	77	75	49	50
44	3	36	99	89	91
8	57	33	15	85	12
99	9	87	3	79	81
95	14	87	61	82	13
92	83	62	47	57	47
49	69	48	38	33	50
86	58	34	8	5	39
68	35	52	25	65	7
81	34	44	30	23	1
68	70	40	8	90	59
53	4	21	13	27	41
53	30	74	75	73	32
62	54	39	29	78	62
76	22	87	5	45	10
29	82	91	74	58	12
58	67	94	12	80	2
37	14	49	30	76	77
83	20	35	53	17	5
79	52	72	69	91	31
44	21	8	82	94	25
35	25	95	5	18	23
53	6	59	38	39	38
82	58	6	83	44	72
57	72	89	76	14	21
27	55	77	76	4	36
9	13	31	59	44	8
48	83	79	15	97	34
96	93	45	1	13	76
1	27	71	34	70	69
23	25	88	16	17	60
17	18	95	11	8	65
70	8	2	34	82	72
82	82	94	69	88	31
60	2	55	16	14	8
71	11	29	32	36	94
49	29	41	57	45	78
74	17	61	30	42	76
33	97	53	28	18	1
41	69	10	80	91	53
78	65	11	98	45	78
75	74	92	68	67	1
91	75	85	67	37	80
17	95	37	6	63	83
31	99	50	79	77	12
16	24	59	56	10	82
8	28	5	55	26	58
4	1	33	69	20	29
18	76	26	97	3	88
29	69	34	30	78	72
84	72	49	66	23	32
59	76	23	86	44	66
96	17	50	30	23	60
73	8	1	73	25	99
66	8	81	62	8	69
57	21	13	17	54	3
22	77	52	44	70	70
74	14	25	48	23	16
34	69	22	16	66	58
62	64	88	5	59	22
99	77	35	82	89	7
27	95	42	58	83	75
72	23	93	33	63	6
34	82	86	7	4	83
3	89	79	87	63	26
4	94	36	57	91	53
42	23	32	78	15	3
51	10	96	9	2	20
36	34	66	47	5	24
46	5	17	32	64	26
20	70	83	97	56	36
23	82	11	59	18	31
57	32	95	16	54	31
29	77	50	23	80	50
20	33	90	9	95	53
44	60	7	60	75	58
61	82	42	31	37	68
51	86	49	27	66	87
47	63	40	15	95	87
79	24	65	36	98	35
70	71	48	62	10	73
77	16	88	8	67	21
20	60	96	14	48	49
24	64	12	57	23	31
5	51	74	74	19	15
8	85	52	2	91	33
97	69	10	17	70	88
90	54	4	3	99	70
50	12	74	21	15	44
88	76	56	50	36	78
3	54	25	78	57	10
66	4	84	15	3	90
73	22	95	26	81	74
82	74	19	4	93	26
15	16	80	27	42	17
2	39	24	61	86	14
25	42	2	1	12	66
37	92	65	79	4	50
88	24	93	9	21	44
44	6	76	41	28	69
3	73	51	67	82	26
53	63	76	12	89	71
88	28	60	36	56	19
58	25	71	32	3	42
40	84	49	53	19	74
59	99	1	54	83	77
83	28	10	40	47	8
44	41	82	74	6	88
33	11	16	74	4	87
57	47	70	30	27	3
57	81	90	75	61	17
73	48	9	85	49	49
7	67	64	50	2	23
85	8	88	71	83	71
78	62	57	79	95	99
26	57	56	57	48	52
17	3	35	79	94	86
65	46	38	5	39	67
89	88	50	2	41	64
87	46	37	13	94	57
8	92	65	34	70	78
66	62	49	51	98	8
90	66	8	5	1	79
15	86	36	11	38	42
80	17	90	16	67	23
18	25	73	28	99	38
16	15	72	6	85	69
49	67	97	78	16	24
58	87	70	75	45	67
24	59	38	5	1	51
89	30	97	41	70	79
7	37	15	77	59	41
94	54	14	94	10	54
9	87	72	7	90	46
86	58	80	68	57	98
42	31	22	30	75	22
79	43	91	32	17	70
82	55	4	4	42	68
81	93	3	5	25	15
41	66	40	49	20	13
19	59	94	6	79	72
92	47	79	29	40	5
85	80	41	97	13	96
39	56	92	49	4	15
90	85	21	46	13	27
78	31	86	48	18	1
94	33	39	62	89	96
9	47	75	27	76	46
68	68	46	94	13	75
14	4	97	13	76	26
87	89	16	81	53	7
35	6	9	52	51	19
93	93	96	54	55	11
22	83	41	78	79	47
56	88	94	74	92	18
81	36	20	75	79	76
87	85	87	64	62	43
17	4	83	21	54	38
80	38	22	74	97	27
84	42	89	34	74	56
82	54	13	60	21	48
11	91	86	24	78	81
31	11	9	40	62	90
2	50	25	80	71	44
55	31	11	69	9	86
30	51	23	67	81	84
87	57	37	54	98	99
51	63	49	4	79	75
50	45	16	50	32	26
47	50	58	78	34	26
24	16	93	65	30	97
23	41	91	7	80	45
70	72	94	97	85	32
78	73	68	17	87	26
57	51	88	94	9	21
50	44	53	35	34	19
94	19	36	78	4	52
65	73	55	46	20	11
44	80	12	78	53	41
22	36	96	19	63	53
54	48	99	97	63	6
82	10	93	19	96	83
85	33	78	34	60	44
7	22	91	78	50	42
41	92	91	12	80	1
38	19	41	45	78	19
17	97	63	33	81	17
66	46	45	31	94	38
33	28	32	70	18	20
62	75	37	6	39	21
48	95	66	65	56	82
84	82	47	67	39	33
85	23	95	97	32	54
41	70	99	14	45	23
89	96	34	7	60	70
45	32	32	75	8	82
42	39	65	42	68	27
6	15	45	88	90	69
97	36	26	81	25	76
66	64	2	3	34	44
46	8	24	78	40	59
5	40	48	34	32	17
13	5	77	97	92	13
24	47	65	34	63	94
67	54	4	46	39	28
74	37	70	68	32	65
14	76	11	93	20	79
67	16	92	26	77	74
39	90	57	32	54	69
27	5	8	46	46	14
84	51	90	39	11	6
19	86	56	55	17	68
18	30	13	64	70	84
29	68	88	83	77	74
81	23	27	40	11	8
77	90	22	50	94	1
90	38	15	58	74	7
97	20	36	85	81	7
73	91	80	31	15	13
18	55	26	38	71	54
97	18	51	21	68	37
47	40	54	12	40	43
53	93	58	76	10	35
39	60	29	94	53	18
81	53	40	8	51	15
35	59	84	83	73	62
34	39	66	97	11	79
75	30	62	96	24	42
27	42	92	28	62	48
36	30	64	27	31	59
52	57	88	42	46	17
46	41	88	49	63	47
49	4	7	53	1	3
90	86	77	89	49	17
89	21	14	57	49	77
29	89	26	58	72	45
93	82	18	71	63	55
3	73	33	61	94	44
72	46	84	84	33	88
92	49	43	6	56	2
26	2	97	73	31	35
24	21	49	43	60	91
22	63	25	34	62	98
99	56	83	22	8	81
45	74	41	99	32	68
56	47	46	12	5	38
78	55	2	63	43	83
25	29	70	29	4	51
50	94	50	61	29	3
70	83	69	96	27	98
30	28	88	36	70	76
28	57	3	83	84	53
70	30	1	68	13	56
72	73	2	54	67	18
46	2	61	26	99	32
79	75	43	14	72	3
34	99	6	13	75	61
83	77	25	39	67	90
6	8	71	68	16	22
43	58	67	25	39	11
7	52	59	57	54	79
99	35	60	45	12	75
21	23	43	64	44	43
85	46	10	59	5	53
86	55	55	40	83	10
33	7	55	9	56	33
75	57	89	68	17	60
93	46	22	64	30	43
23	95	73	39	97	56
95	58	62	91	32	43
49	16	3	30	17	89
77	1	70	82	26	55
80	51	15	68	66	82
53	67	50	50	55	19
18	92	15	42	58	73
33	36	94	71	97	80
29	80	24	52	19	55
30	94	88	63	42	74
78	96	5	94	76	81
93	65	69	86	31	95
1	85	40	25	25	13
4	41	34	4	48	63
44	59	35	96	96	59
63	97	18	60	5	77
69	87	45	3	54	36
22	25	17	10	67	96
46	58	28	42	90	35
82	43	52	19	54	93
72	23	84	14	35	81
62	4	97	49	94	1
47	47	72	95	48	74
15	87	6	95	88	64
59	1	95	25	53	16
16	69	75	2	80	94
11	47	33	51	90	39
9	11	25	43	24	7
30	47	78	41	84	61
80	2	18	66	35	84
16	64	69	6	50	1
32	41	11	87	39	27
69	63	87	57	45	80
1	87	57	18	73	74
74	74	3	37	1	17
13	77	59	8	64	52
11	21	16	91	51	85
15	96	41	84	38	99
62	24	18	71	42	3
86	58	72	60	10	54
86	89	9	16	24	64
81	7	51	89	8	98
22	67	78	2	99	83
43	99	68	52	7	75
21	97	13	37	56	55
18	9	84	31	34	79
18	24	82	85	97	5
37	64	78	45	35	44
89	76	8	78	5	56
70	9	35	64	20	50
34	32	34	37	14	5
53	72	25	70	1	38
22	62	59	47	70	29
56	14	41	45	60	44
13	91	35	76	5	79
65	66	1	41	73	28
44	96	98	28	13	73
28	56	67	25	70	92
76	16	28	5	17	61
55	28	12	25	54	36
96	63	47	9	13	11
9	69	55	39	53	94
82	19	67	20	47	9
66	5	11	76	17	20
48	12	75	58	25	44
90	70	39	60	94	35
9	32	95	21	5	1
90	93	44	81	85	9
54	86	38	4	96	79
80	82	51	85	45	55
85	57	3	89	41	23
35	30	30	38	98	14
28	40	90	49	49	88
11	4	80	50	76	93
35	28	87	31	63	20
25	49	27	11	64	72
7	6	67	30	49	14
56	77	30	23	27	76
63	87	15	28	13	22
9	26	41	50	93	52
76	31	25	77	24	74
2	42	42	59	16	29
45	53	39	19	27	6
47	14	60	60	12	84
61	43	71	74	10	96
47	1	7	14	72	47
62	17	17	28	48	16
86	18	34	10	42	21
16	68	16	95	52	51
13	90	18	25	75	20
6	23	78	89	97	14
73	95	24	50	35	95
37	47	93	66	91	45
36	7	44	66	18	70
9	75	13	25	38	88
10	87	87	25	23	56
9	56	96	65	33	47
1	56	5	48	74	48
28	24	35	66	69	80
3	5	32	52	4	74
98	14	93	10	11	12
55	63	50	72	60	23
19	40	66	53	38	76
40	32	44	95	48	34
61	36	77	82	40	23
4	96	12	92	45	58
77	76	11	93	47	25
85	5	10	32	25	21
64	30	69	46	21	74
80	98	75	10	58	43
98	13	42	63	91	12
44	99	39	50	72	47
19	54	2	22	48	93
84	44	57	92	13	37
71	46	37	48	34	65
45	99	30	49	28	46
12	73	27	30	33	95
60	82	12	52	49	24
62	45	89	40	22	28
45	3	16	3	43	24
71	18	66	3	77	51
69	10	58	53	41	8
62	77	72	88	45	46
48	28	12	86	80	13
62	82	69	51	35	90
99	58	95	97	24	98
74	73	47	14	65	96
68	26	47	31	65	63
91	78	8	23	69	42
75	26	60	9	84	82
71	49	93	55	56	74
42	62	55	39	78	86
38	2	71	66	76	37
78	48	55	80	40	79
37	90	15	1	24	72
91	24	43	9	38	84
30	98	14	19	19	88
67	50	56	9	25	52
5	85	53	36	96	83
90	99	12	71	49	97
63	54	43	24	82	37
6	43	41	2	60	22
68	30	81	22	67	99
66	64	98	33	99	34
88	75	21	95	35	42
29	86	6	25	27	14
89	16	63	26	47	59
34	21	94	81	64	51
20	5	72	53	41	79
91	24	61	84	97	67
52	35	50	49	34	64
9	77	20	30	70	70
62	2	30	57	97	61
70	78	46	81	8	88
8	5	8	98	54	32
76	62	36	50	14	80
25	45	15	40	11	60
59	59	24	76	73	81
74	76	4	93	73	67
49	29	9	99	69	46
88	77	39	71	55	27
1	11	81	32	89	2
72	7	87	99	50	63
43	45	4	83	86	63
43	17	64	69	36	78
68	17	25	75	57	42
28	7	30	51	36	82
68	73	97	39	89	63
57	74	4	73	95	45
77	65	45	48	72	34
7	4	63	49	45	20
1	73	9	90	8	14
51	66	91	13	77	96
86	80	52	84	23	8
17	70	11	61	95	3
49	68	7	2	8	33
10	15	26	86	54	70
37	11	15	15	93	57
28	9	68	78	75	82
17	71	59	78	36	92
20	13	49	73	17	95
42	65	59	18	23	75
70	1	23	57	30	69
74	63	58	1	93	33
89	75	44	74	94	18
43	52	32	51	9	80
74	70	47	22	86	74
37	25	86	31	17	37
19	3	48	56	19	49
35	97	6	50	77	23
27	71	82	1	61	95
34	8	64	72	79	57
72	59	74	98	99	39
27	1	49	79	2	28
22	26	32	93	65	44
84	15	42	98	35	5
96	10	84	96	56	69
45	39	98	35	36	85
27	25	36	68	78	44
26	10	57	96	48	33
6	80	84	81	56	52
43	63	59	70	87	79
74	39	92	3	13	40
29	60	86	20	56	9
82	42	74	62	78	53
80	32	68	42	97	84
28	66	68	70	63	48
78	22	34	80	46	64
15	63	3	5	14	29
2	13	72	51	79	80
79	12	4	86	57	94
6	94	14	9	43	83
83	51	79	27	9	69
17	18	86	7	15	35
86	67	84	57	31	57
91	21	9	27	7	29
83	17	62	26	51	60
60	26	6	65	58	89
2	99	97	38	72	51
26	49	50	71	35	8
66	17	97	15	61	41
65	86	40	28	36	43
85	41	65	94	15	20
43	81	85	45	40	14
58	19	59	81	70	59
52	37	23	13	96	55
88	12	7	79	87	22
15	11	92	83	87	52
8	35	1	13	46	12
59	34	50	89	44	43
64	99	9	28	29	69
58	46	45	44	17	77
79	14	30	12	72	59
69	8	78	69	52	7
18	83	84	37	91	42
86	18	57	7	86	54
99	37	48	93	12	38
44	32	22	1	81	67
81	29	25	58	68	26
27	56	51	40	5	65
10	23	79	70	96	98
98	88	18	71	65	94
6	92	75	39	66	35
48	3	25	67	94	6
31	11	86	5	10	40
56	44	52	59	17	37
76	20	4	89	24	55
59	45	13	77	2	1
47	29	79	69	27	61
72	25	45	5	52	81
31	14	76	76	82	92
61	51	46	94	32	58
46	15	2	29	48	8
47	82	86	27	85	93
4	90	85	49	68	54
13	29	15	99	33	21
61	54	55	60	15	75
41	90	78	2	33	31
71	8	13	13	64	63
86	11	98	65	2	56
10	67	40	69	70	68
93	29	3	60	14	75
95	49	69	34	32	9
27	22	88	50	67	44
94	82	91	61	91	56
36	65	5	74	55	88
22	3	71	90	91	21
62	37	82	17	96	38
39	59	21	36	88	14
87	12	42	30	32	27
93	98	26	61	23	67
86	94	16	40	71	55
63	75	74	12	68	3
96	71	25	81	56	26
51	57	61	45	85	31
15	98	65	25	46	58
48	77	44	20	71	45
38	64	43	46	60	11
88	48	11	99	20	82
20	55	1	28	95	72
66	28	6	58	44	44
26	13	60	72	53	87
26	85	99	59	58	18
60	52	77	38	35	4
78	2	10	31	95	20
27	84	57	50	19	36
31	52	90	20	60	20
49	78	26	45	14	90
13	89	70	17	75	40
21	85	84	2	61	74
47	55	77	75	25	78
49	81	36	80	55	25
3	43	53	64	28	12
87	10	26	31	84	54
50	64	33	80	81	74
37	11	65	89	30	50
56	3	34	80	73	97
19	37	96	35	85	8
7	69	76	40	21	70
31	97	3	50	90	55
88	23	24	81	20	99
13	68	56	81	46	95
9	3	74	98	59	40
93	58	88	58	25	33
64	69	86	73	51	80
25	75	99	3	85	5
31	38	89	84	12	68
3	50	49	80	20	63
76	98	48	16	4	46
6	36	45	25	31	46
64	64	38	76	85	54
9	6	30	49	73	98
74	41	27	77	44	60
96	95	34	13	22	57
78	67	5	65	55	56
71	34	31	51	24	47
38	40	30	78	40	9
22	85	60	63	84	5
94	46	79	87	61	28
59	51	55	82	6	13
45	11	18	47	54	70
67	22	73	64	32	34
94	11	78	85	18	88
2	40	25	96	28	21
60	55	14	26	92	75
17	13	12	41	73	77
35	19	36	40	99	49
4	42	33	49	55	23
77	17	63	52	22	36
79	1	84	61	40	1
56	36	36	86	88	36
94	39	31	77	49	43
17	46	17	98	54	23
69	6	59	6	2	49
77	87	23	92	89	47
73	22	68	77	26	59
95	74	42	83	59	70
66	92	7	79	3	18
69	82	88	90	48	66
70	18	71	7	39	98
36	95	9	74	53	21
37	5	6	19	31	18
8	87	74	22	26	59
79	70	11	95	66	19
88	22	30	17	87	80
35	69	9	28	78	44
64	71	85	24	87	5
73	99	42	71	17	92
96	16	12	99	93	60
73	39	78	82	96	97
81	63	22	33	63	51
11	25	22	11	92	34
80	71	95	1	79	49
30	32	29	99	5	16
82	57	78	1	82	40
80	29	40	13	47	71
30	45	65	39	15	86
41	37	71	76	9	63
97	37	96	60	23	91
69	14	12	89	1	15
64	8	11	86	32	68
43	58	50	71	96	57
47	85	20	16	39	73
34	40	44	51	75	19
91	28	82	55	94	20
82	77	85	98	9	36
8	62	41	39	71	53
75	60	83	30	72	69
51	10	99	45	88	41
48	32	5	62	36	54
75	60	62	73	12	78
67	12	78	6	31	37
32	61	56	45	4	2
22	6	24	31	95	61
79	47	65	58	11	48
29	91	40	39	93	87
35	35	59	5	77	69
66	32	48	54	95	75
39	13	49	16	79	49
36	69	12	43	57	45
8	31	81	11	67	7
61	21	50	72	2	53
47	77	72	27	73	58
24	23	76	75	40	88
3	14	47	91	61	79
42	58	92	11	34	96
39	29	23	81	91	4
55	79	11	77	18	80
9	21	69	49	63	41
6	9	32	63	89	96
18	10	4	18	81	28
6	22	51	16	86	60
36	99	23	95	17	31
57	30	72	86	28	11
11	29	59	55	39	99
90	35	6	39	39	37
50	61	7	87	85	62
25	70	42	66	55	13
56	1	58	54	75	30
77	12	87	62	17	25
21	53	33	48	64	71
31	93	90	89	20	69
78	2	66	4	30	89
67	92	48	88	29	64
66	64	92	7	9	5
42	21	31	66	61	50
84	6	41	57	53	72
9	15	14	99	27	63
21	40	64	85	59	62
8	90	26	85	6	12
61	67	26	33	63	49
73	61	76	55	59	23
21	45	31	51	4	64
86	9	92	34	65	96
72	73	69	63	89	69
35	10	96	87	5	83
9	78	64	33	55	68
3	56	38	6	81	95
29	81	78	16	45	86
90	57	23	66	3	76
41	74	40	21	64	40
65	73	32	80	15	1
25	89	97	1	33	36
27	98	43	73	94	27
45	23	24	74	11	97
10	7	33	12	38	74
95	3	36	86	4	61
52	22	87	17	88	47
4	61	51	86	6	2
79	99	13	51	32	78
75	79	72	28	61	84
61	8	36	42	98	52
89	54	93	31	46	97
82	77	89	80	19	51
78	7	49	22	12	84
81	68	94	15	66	71
8	94	17	93	8	22
21	37	72	41	41	9
57	2	23	33	77	93
26	62	65	50	95	31
99	69	72	91	99	4
22	45	85	46	39	81
89	72	30	77	83	51
66	92	18	33	9	47
52	4	27	82	89	31
7	40	1	46	47	93
77	64	17	17	74	48
46	39	84	70	41	73
39	50	77	24	88	55
60	88	6	22	67	61
73	8	89	57	24	90
87	11	54	50	83	56
78	36	44	94	72	57
30	53	96	36	17	88
43	94	60	76	59	83
51	62	38	40	29	5
5	67	7	1	14	76
61	65	42	1	87	20
81	96	36	60	32	92
76	78	46	47	94	16
13	90	38	83	86	38
21	83	30	50	21	77
26	85	37	32	58	74
73	65	37	76	99	15
12	54	98	26	11	99
37	2	7	45	70	4
57	58	35	1	43	19
82	61	65	9	51	56
70	32	64	6	49	72
36	12	23	82	98	78
37	74	49	94	42	28
17	85	48	28	98	96
53	71	98	14	93	58
76	51	81	59	50	63
31	47	94	69	68	89
59	62	75	67	14	29
65	17	1	20	36	87
32	10	59	81	11	26
33	70	34	54	33	93
95	3	58	74	35	81
89	49	95	78	61	86
14	23	36	76	70	64
54	72	2	88	1	70
73	69	21	78	26	18
74	84	67	44	44	16
84	26	26	74	76	92
70	79	97	12	33	33
22	67	4	5	75	47
4	7	11	60	9	33
80	51	99	93	21	69
55	37	53	88	62	35
58	21	70	76	49	49
6	64	21	92	53	31
1	58	40	61	16	8
26	73	37	58	32	77
3	30	77	68	8	80
79	11	35	79	79	75
57	51	21	80	66	46
45	34	18	50	87	84
23	63	7	98	91	12
27	11	85	30	23	9
47	9	83	75	4	45
23	91	51	68	62	34
